articleSourceId,sourceUrl,title,englishAbstract,spanishAbstract,portugueseAbstract,owner,pais,producto,dateOfHit
mdl-39234862,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39234862,Safety and efficacy of acalabrutinib plus bendamustine and rituximab in patients with treatment-naive or relapsed / refractory mantle cell lymphoma: phase Ib trial.,"This multicenter, open-label, phase 1b study (ACE-LY-106) assessed the safety and efficacy of acalabrutinib, bendamustine, and rituximab (ABR) in treatment-naive (TN) and relapsed or refractory (R/R) mantle cell lymphoma (MCL). Patients received acalabrutinib from cycle 1 until disease progression or treatment discontinuation, bendamustine on days 1 and 2 of each cycle for up to 6 cycles, and rituximab on day 1 of each cycle for 6 cycles, continuing every other cycle from cycle 8 for 12 additional doses (TN cohort). Eighteen patients enrolled in the TN and 20 in the R/R cohort. Median duration of exposure to acalabrutinib was 34.0 and 14.6 months in the TN and R/R cohorts, respectively. No new safety risks were identified, and most adverse events (AEs) were grades 1 or 2. Thirteen patients from the TN cohort (72.2%) and 17 patients from the R/R cohort (85.0%) reported grade 3-4 AEs, most commonly neutropenia (TN: 38.9%, R/R: 50.0%). AEs leading to death were pneumonitis (n=1, TN cohort), COVID-19, and cerebrospinal meningitis (n=1 each, R/R cohort). Overall response was 94.4% and 85.0% in the TN and R/R cohorts, respectively; complete response rates were 77.8% and 70.0%, respectively. After a median follow-up of 47.6 months, median progression-free survival (PFS) and overall survival (OS) were not reached in the TN cohort. After a median follow-up of 20.4 months, median PFS was 28.6 months and OS was not reached in the R/R cohort. Results indicate that ABR was safe and efficacious, supporting further study in patients with TN MCL. ClinicalTrials.gov identifier: NCT02717624.","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39234863,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39234863,Rituximab and lenalidomide for the treatment of relapsed or refractory indolent non-Hodgkin lymphoma: real-life experience.,"The combination of rituximab and lenalidomide (R-len) stands as an established treatment for relapsed/refractory (R/R) indolent non-Hodgkin lymphoma (iNHL). However, the reproducibility of clinical trial results in routine clinical practice is unknown. To address this gap in knowledge, we reviewed our experience with patients diagnosed with R/R follicular lymphoma (FL) or marginal zone lymphoma (MZL) treated with this combination. Eighty-four patients underwent treatment with R-len, 69 (82%) affected by FL and 15 (18%) by MZL. The median age at the time of treatment initiation was 65 years (range, 39-94), 38 patients (45%) had a pre-treatment FLIPI score of 3-5, 19 (23%) had a bulky disease, 29 (37%) had a lymphoma refractory to the last treatment line, while in 20 (24%) cases the disease was refractory to rituximab. The best overall response rate (ORR) was 82%, and 52% achieved a complete response (CR). The best CR rates for FL and MZL patients were 55% and 40%, respectively. With a median follow-up of 22 months, the median progression-free survival (mPFS) was 22 months (95% CI 19-36) and the 2-year overall survival (OS) was 83% (95% CI 74-93). The median duration of CR (DoCR) was 46 months (95% CI 22-NR). Factors associated with shorter PFS in multivariate analysis were bulky disease and rituximab refractoriness. The most common adverse events (AE) included hematologic toxicity, fatigue and gastrointestinal disorders, such as diarrhea and constipation. Neutropenia and thrombocytopenia were the most common severe toxicities (grade ≥3 in 25% and 4%, respectively). No new safety signals were reported. Real-life results of R-len in patients with R/R iNHL appear consistent with those reported in prospective studies, and further support its use as comparator arm in controlled clinical trials.","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39229411,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39229411,"Efficacy and Safety of Bendamustine-Rituximab as Frontline Therapy for Indolent Non-Hodgkin Lymphoma: A Real-World, Single-Center, Retrospective Study.","Background The use of bendamustine with an anti-CD20 monoclonal antibody as frontline therapy for indolent non-Hodgkin lymphoma (NHL) has become a standard of care. We aimed to evaluate the real-world efficacy and safety of bendamustine-rituximab (BR) frontline therapy for indolent NHL. Patients and methods Patients with indolent NHL treated with frontline BR therapy in Hôpital du Sacré-Coeur de Montréal, from January 2015 to August 2018 were included in this retrospective study. Results Our cohort included 42 adults with a median age of 63 years. Follicular lymphoma was the most common histology (n = 31, 74%). Most patients had advanced disease (Lugano stage III or IV, 88%). The overall response rate was 84% (complete response = 62% and partial response = 22%). Median progression-free survival (PFS) was not reached. At 30 months, PFS was 74.8% and overall survival was 90%. Grade 3-4 neutropenia occurred in 21% of patients. Infection-related adverse events were observed in 17 patients (40%). Most were grade 1 and 2 events (84%). One case of grade 5 progressive multifocal leukoencephalopathy related to John Cunningham (JC) virus reactivation was observed. The most common non-infectious-related adverse events were mild nausea and fatigue. Conclusions The efficacy and safety of BR treatment for indolent NHL were comparable in our real-life cohort compared to prior studies. This supports BR as a standard of care for indolent NHL. Future studies should assess whether the use of granulocyte-colony stimulating factors as primary prophylaxis effectively mitigates the hematological and infection-related adverse events related to BR therapy.","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39267618,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39267618,Antibody-Mediated Rejection in Liver Transplantation: Immuno-Pathological Characteristics and Long-Term Follow-Up.,"The diagnosis of liver antibody-mediated rejection (AMR) is challenging and likely under-recognized. The association of AMR with donor-specific antibodies (DSA), and its clinical course in relation to pathologic findings and treatment are ill defined. We identified cases of liver AMR by following the criteria outlined by the 2016 Banff Working Group. Patient demographics, native liver disease, histopathologic findings, treatment type, clinical outcome, and transaminase levels during AMR diagnosis, treatment, and resolution were determined. Patients (n = 8) with AMR average age was 55.2 years (range: 19-68). Seven of eight cases met the Banff criteria for AMR. Personalized treatment regimens consisted of optimization of immunosuppression, intravenous pulse steroids, plasmapheresis, IVIG, rituximab, and bortezomib. Five patients experienced complete resolution of AMR, return of transaminases to baseline, and decreased DSA at long-term follow-up. One patient developed chronic AMR and two patients required re-transplantation. Follow-up after AMR diagnosis ranged from one to 11 years. Because AMR can present at any time, crossmatch, early biopsy, and routine monitoring of DSA levels should be implemented following transaminase elevation to recognize AMR. Furthermore, treatment should be immediately implemented to reverse AMR and prevent graft failure, chronic damage, re-transplantation, and possibly mortality.","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39221403,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39221403,Unusual Presentation of Aggressive Atypical Hemolytic Uremic Syndrome With Brugada Syndrome.,"Hemolytic uremic syndrome (HUS) is part of a spectrum of disorders known as thrombotic microangiopathies. These disorders are characterized by giving rise to platelet microthrombi, which subsequently develop hemolytic anemia and thrombocytopenia. In HUS, the kidneys are destroyed, mainly due to damage to the renal blood vessels. HUS can be typical or atypical, depending on the cause, and can lead to significant mortality rates. We herein report an unusual case of atypical HUS in a 15-year-old female who presented with fatigue, abdominal pain with nausea and vomiting, loss of appetite, and urine discoloration. Further tests showed low platelets with significant anemia. She was diagnosed with atypical HUS after discovering that she had no previous bloody diarrhea episode with a negative E. coli strain, O157:H7, alongside valid ADAMTS13 activity. The diagnosis was confirmed by genetic testing, and a variant of uncertain significance was found in the CFH gene. The patient, therefore, was started on eculizumab, and a follow-up was done once or twice a month through blood testing. She showed significant improvement. Due to non-compliance with the eculizumab treatment, the patient showed deterioration numerous times. A kidney biopsy was subsequently done, showing signs of acute to chronic thrombotic microangiopathy with moderate tubular atrophy and interstitial fibrosis. After many hemodialysis and plasma exchange sessions and being put on several treatments, such as prednisolone and rituximab, the patient faced death after one year.","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39236292,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39236292,Incorporation of immunotherapy into frontline treatment for adults with B-cell precursor acute lymphoblastic leukemia.,"Although complete remission rates in adults with B-cell precursor acute lymphoblastic leukemia (BCP-ALL) have improved over the last two decades, it is still inferior to that of the pediatric population and once in remission, the risk of relapse is still high. Furthermore, while pediatric-inspired chemotherapy regimens have improved long-term outcomes for adolescents and young adults, these intensive chemotherapy regimens are not well tolerated in older patients and are associated with higher morbidity and mortality. Immunotherapeutic agents offer a potential opportunity to improve response and decrease relapse without increasing toxicity. The incorporation of rituximab (anti-CD20 monoclonal antibody) into chemotherapy regimens has been shown to improve outcomes. The treatment of BCP-ALL in adults has been transformed with the approval of inotuzumab ozogamicin (anti-CD22 antibody drug conjugate), blinatumomab (CD3/CD19 bispecific antibody construct), and CAR T-cells for relapsed or refractory disease, and of blinatumomab for measurable residual disease (MRD)-positive remission. More recently, studies of inotuzumab and blinatumomab have shown promising results when used upfront either with or without multiagent chemotherapy. Blinatumomab has also been shown in a randomized trial to provide a survival benefit in patients with MRD-negative first remission when added to chemotherapy which recently led to its additional FDA approval for use in consolidation. In this review, we highlight the evolution of chemoimmunotherapy-based treatment approaches in the management of treatment-naïve BCP-ALL.","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39236649,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39236649,Efficacy of tocilizumab in highly relapsing MOGAD with an inadequate response to intravenous immunoglobulin therapy: A case series.,"BACKGROUND: Myelin oligodendrocyte glycoprotein antibody-associated disease (MOGAD) is an inflammatory disease affecting the central nervous system that may require long-term immunotherapy in relapsing cases. While immunotherapies utilized in neuromyelitis optica spectrum disorder have shown varying efficacy in MOGAD, intravenous immunoglobulin G (IVIG) recently emerged as a promising treatment. Tocilizumab, a monoclonal antibody that targets the interleukin-6 (IL-6) receptor, has been reported to be effective in refractory MOGAD in several case studies, where tocilizumab was introduced primarily due to rituximab failure. METHODS: This retrospective study was conducted in a single center and focused on MOGAD patients receiving tocilizumab therapy, who have shown limited response to various immunotherapies, including intravenous immunoglobulin G (IVIG) maintenance. RESULTS: This study included four patients, three adults, and one child. They experienced a median of 9 attacks (range 6-9) throughout their disease course despite at least two immunotherapies. All patients transitioned to tocilizumab after experiencing a median of two relapses (range 1-3) while on IVIG maintenance for a median of 21.9 months (range 21.3-49.6 months). Following the monthly tocilizumab administration at a dose of 8g/kg, all patients remained relapse-free with a median follow-up duration of 25.0 months (range 9.8-51.3 months) without reported adverse events. CONCLUSION: Targeting the IL-6 pathway appears to offer therapeutic benefits in highly relapsing MOGAD patients who poorly respond to IVIG maintenance therapy.","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39231701,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39231701,[Histiocytic sarcoma derived from the same origin as splenic marginal zone lymphoma revealed by exome analysis].,"","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39231773,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39231773,[Rituximab based treatment in pediatric Epsstain Bar Virus associated lymphocyte proliferative diseases after aplastic anemia with haplo-identical transplantation:a prospective single centre study].,"","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39234699,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39234699,Anti-CD20 Therapy in Children With Severe Epstein-Barr Virus-Associated Meningoencephalitis.,"Epstein-Barr virus meningoencephalitis is a rare central nervous system infection that lacks standardized treatment. Immunocompetent and immunosuppressed individuals with this condition frequently have poor prognostic outcomes, making the need to identify therapeutic interventions high. Here, we report 2 pediatric cases of severe Epstein-Barr virus meningoencephalitis, both unresponsive to immunoglobulin and corticosteroid therapy, who demonstrated rapid clinical recovery following rituximab administration. Prognostic outcomes revealed marked improvements in symptoms, neurologic function, and quality of life. Rituximab may offer therapeutic potential in severe and refractory Epstein-Barr virus meningoencephalitis through the medication's target of Epstein-Barr virus harboring B cells. This report emphasizes the need for timely evaluation and consideration of rituximab therapy in immunocompetent pediatric patients with Epstein-Barr virus meningoencephalitis.","","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39271491,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39271491,"[Monoclonal antibodies for inflammatory, autoimmune and oncological skin diseases].","","","",ELEA,Argentina,NOVEX,2024-09-02
biblio-1559688,https://pesquisa.bvsalud.org/portal/resource/es/biblio-1559688,Mielitis transversa aguda asociada a Covid-19. Reporte de caso,"","Desde el inicio de la pandemia por COVID-19 (coronavirus disease), en el 2019, se han descrito numerosas manifestaciones clínicas de la enfermedad causada por este virus, destacando el compromiso respiratorio, hematológico, cardiovascular y neurológico. Dentro de las manifestaciones y/o complicaciones neurológicas, se encuentra la mielitis aguda transversa por COVID-19(1), cuyo diagnóstico se ha realizado principalmente clínico-imagenológico y PCR (reacción de polimerasa en cadena), o serología (+) para COVID-19, con manejos y resultados no siempre afortunados. Presentamos el caso de un paciente con mielitis aguda transversa longitudinalmente extensa en relación a COVID-19, tratada con éxito clínico con rituximab.","",ELEA,Argentina,NOVEX,2024-09-02
mdl-39233948,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39233948,Ischemic Central Retinal Vein Occlusion Accompanied by Macular Edema: A Case Report.,"One of the primary reasons for discernible or complete loss of sight in middle-aged and older persons is central retinal vein occlusion (CRVO). Three intravitreal bevacizumab (Avastin) injections were administered to a 39-year-old male patient as part of his therapy for his prior diabetic retinopathy due to uncontrolled diabetes. The patient was advised to undergo gonioscopy and an undilated iris examination to look for angle neovascularization during the next three months of follow-up. We demonstrated an extraordinary instance of unilateral ischemia CRVO (macular edema), where the main cause of risk was insulin resistance. To avoid a situation like this, close observation and diabetes management are recommended.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39254489,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39254489,Budget impact of dostarlimab plus carboplatin-paclitaxel for primary advanced or recurrent endometrial cancer from a third-party US payer perspective.,"AIM: Dostarlimab plus carboplatin-paclitaxel (CP) significantly increased progression-free survival in patients with primary advanced or recurrent endometrial cancer (pA/rEC) vs CP alone in the RUBY trial (NCT03981796). This analysis estimated the per-member-per-month (PMPM) costs of introducing dostarlimab + CP as a treatment alternative from a third-party US payer perspective. MATERIALS AND METHODS: A budget impact model was developed to estimate the costs of introducing dostarlimab + CP into commercial and Medicare health plans over a 3-year time horizon (2023-2025). Costs were sourced from relevant literature and US-specific databases and were calculated using epidemiology data, clinical inputs, treatment costs, and market share estimates. Clinical inputs were sourced from primary clinical trials for each respective treatment (i.e. dostarlimab + CP, CP, pembrolizumab, pembrolizumab plus lenvatinib, bevacizumab + CP, and pembrolizumab + CP). Current and future market shares assumed dostarlimab + CP reduced the market share of CP only. Analyses were performed in mismatch repair-deficient/microsatellite instability-high (dMMR/MSI-H) and overall populations using a US 2023 cost year. RESULTS: For a commercial plan, the model estimated (dMMR/MSI-H and overall populations) that 7 and 26 patients would be treated with dostarlimab + CP, respectively; average annual budget impacts per patient treated were $118,257 and $116,094; average budget impacts per patient treated per month (PPPM) were $9,855 and $9,675; average budget impacts PMPM were $0.02 and $0.06. For a Medicare plan, the model estimated that 28 and 93 patients, respectively, would be treated with dostarlimab + CP. Average annual budget impacts per patient treated and PPPM were the same as those for the commercial plan in both populations; average budget impacts PMPM were $0.07 and $0.22, respectively. CONCLUSIONS: Introducing dostarlimab + CP as a first-line treatment for patients with pA/rEC results in minimal budget impact PMPM from a US third-party payer's perspective. Together with the efficacy and safety results from RUBY, these results support the use of dostarlimab + CP as a treatment option.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39308986,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39308986,Immunotherapy for hepatocellular carcinoma.,"Hepatocellular carcinoma (HCC) is a major global healthcare challenge, with >1 million patients predicted to be affected annually by 2025. In contrast to other cancers, both incidence and mortality rates continue to rise, and HCC is now the third leading cause of cancer-related death worldwide. Immune checkpoint inhibitors (ICIs) have transformed the treatment landscape for advanced HCC, with trials demonstrating a superior overall survival benefit compared to sorafenib in the first-line setting. Combination therapy with either atezolizumab (anti-PD-L1) and bevacizumab (anti-VEGF) or durvalumab (anti-PD-L1) and tremelimumab (anti-CTLA-4) is now recognised as standard of care for advanced HCC. More recently, two phase III studies of ICI-based combination therapy in the early and intermediate disease settings have successfully met their primary end points of improved recurrence- and progression-free survival, respectively. Despite these advances, and in contrast to other tumour types, there remain no validated predictive biomarkers of response to ICIs in HCC. Ongoing research efforts are focused on further characterising the tumour microenvironment in order to select patients most likely to benefit from ICI and identify novel therapeutic targets. Herein, we review the current understanding of the immune landscape in which HCC develops and the evidence for ICI-based therapeutic strategies in HCC. Additionally, we describe the state of biomarker development and novel immunotherapy approaches in HCC which have progressed beyond the pre-clinical stage and into early-phase trials.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39244627,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39244627,"TAS-102, Irinotecan, and bevacizumab in pre-treated metastatic colorectal cancer (TABAsCO), a phase II clinical trial.","BACKGROUND: The efficacy of FOLFIRI plus an antiangiogenesis biologic agent as 2nd line therapy for metastatic colorectal adenocarcinoma is limited. TAS-102 is a novel oral antimetabolite with a distinct mechanism of action from fluoropyrimidines. We evaluated the antitumour efficacy of TAS-102, irinotecan and bevacizumab in patients with pre-treated, advanced colorectal adenocarcinoma in a multicenter, phase II, single-arm study. METHODS: Patients with advanced colorectal adenocarcinoma who had progressed after oxaliplatin and fluoropyrimidine and were eligible for treatment with bevacizumab were treated with irinotecan, bevacizumab, and TAS-102 in 28-day cycles. The primary endpoint was progression-free survival (PFS). RESULTS: We enrolled 35 evaluable patients. The study was positive. The median PFS was 7.9 (90% CI 6.2-11.8) months (vs. 6 months in historical control, p = 0.018). The median overall survival was 16.5 (90% CI 9.8-17.5) months. Sixty-seven per cent of patients experienced grade 3 or higher treatment-related adverse events. The most common toxicities were hematological (neutropenia) and gastrointestinal (diarrhoea, nausea, and vomiting). CONCLUSIONS: Irinotecan, TAS-102 and bevacizumab is an active 2nd line therapy for patients with metastatic colorectal adenocarcinoma. Neutropenia is common and can affect dose density/intensity mandating use of G-CSF. A randomized study versus standard-of-care therapy is warranted. CLINICAL TRIAL REGISTRATION: ClinicalTrials.gov NCT04109924.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39272637,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39272637,Urine Protein to Creatinine Ratio for the Assessment of Bevacizumab-Associated Proteinuria in Patients with Gynecologic Cancers: A Diagnostic and Quality Improvement Study.,"Proteinuria is a common adverse event arising from treatment with bevacizumab, requiring diagnostic testing via 24-h urine collection. However, this method is cumbersome. We assessed urine screenings in gynecologic cancer patients from February 2021 to May 2022. Along with a simple urine dipstick (UD), the urine microalbumin, total protein, and creatinine were measured and calculated as the urine albumin to creatinine ratio (UACR) and the urine protein to creatinine ratio (UPCR), which were further adjusted through the Modification of Diet in Renal Disease and Chronic Kidney Disease Epidemiology Collaboration equations to be estimated and correlated with 24-h urine total protein content. The incremental cost-effectiveness ratio was used for cost analysis. There were 129 urine samples from 36 patients. The sensitivity and specificity for the UACR were 0.56 and 0.97, and for the UPCR, 0.71 and 0.88, respectively. The 24-h TP correlated strongly with the UACR (r = 0.75; p < 0.001) and UPCR (r = 0.79; p < 0.001) and fair for the simple UD (r = 0.35; p < 0.001). The UPCR saves one unnecessary 24-h urine test for less than a dollar compared to a simple UD. The results indicate that using the UPCR could enhance diagnostic accuracy, lower costs, and reduce unnecessary 24-h urine sampling.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39252760,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39252760,Discrepancy in PD-L1 expression between primary and metastatic tumors in two patients with recurrent cervical cancer.,"Introduction: Pembrolizumab is an immunotherapy approved for use in patients with a combined positive score (CPS) greater than one with recurrent cervical cancer. In clinical practice, the CPS score is not typically analyzed in both primary and metastatic specimens. Case descriptions: Case 1A 42-year-old woman with history of an abnormal pap smears who presented with a large pelvic mass with initial biopsy of cervix demonstrating squamous cell carcinoma with negative PDL1 expression and a CPS score of 0. She underwent chemoradiation and presented three months after primary treatment completion with recurrence of squamous cell carcinoma and positive PD-L1 expression with a CPS score of 20. Pembrolizumab was added to cycle three of her systemic chemotherapy regimen of carboplatin/paclitaxel/bevacizumab. She had progression on this regimen and was transitioned to tisotumab vedotin; however, ultimately opted to proceed with hospice secondary to failure to thrive.Case 2A 36-year-old woman with history of an abnormal pap smear in pregnancy and initial biopsy demonstrating endocervical adenocarcinoma, mucinous type. She underwent open radical hysterectomy, bilateral salpingectomy, bilateral oophorepexy, and bilateral pelvic lymph node dissection with subsequent adjuvant chemoradiation. Her initial pathology demonstrated positive PDL1 expression with CPS score of 15. She presented six months after completion of primary treatment with recurrence of endocervical adenocarcinoma, mucinous type and negative PD-L1 expression with a CPS score of 
                                                                                    
                                            								","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39260122,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39260122,Real-world trends in the use of maintenance therapy in ovarian cancer across the United States from 2017 to 2021.,"OBJECTIVE: We assessed real-world trends in the use of maintenance therapy [MT] (i.e., polyADP-ribose polymerase inhibitors (PARPi) and/or bevacizumab following platinum-based chemotherapy), among U.S. patients with ovarian cancer. METHODS: Using Medicare and commercial administrative health claims data from Optum's de-identified Clinformatics® Data Mart Database, we identified patients who had been diagnosed with ovarian cancer between January 1, 2010, and March 31, 2021, and received platinum-based chemotherapy and MT. Multivariable logistic regression and Cox proportional hazards regression were used to evaluate associations between demographic and clinical characteristics and MT use. RESULTS: Our study included 6339 patients, with a median age of 70 years. The majority were White (70.1 %), Medicare-insured (71.9 %), and were treated in the South (42.5 %). Of the 31.5 % who received MT, 18.1 % received bevacizumab alone, 10.2 % PARPi alone, and 3.3 % both. After adjusting for insurance type, PARPi and bevacizumab use increased significantly from 2017 to 2020. Patients with a high Elixhauser comorbidity index were more likely to receive MT than were patients with a low index [OR (95 % CI): 1.46 (1.28-1.67), p 
                                                                                    
                                            								","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39260431,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39260431,A case report of successful combined intra-arterial immunotherapy and cytokine genetic therapy treatment in a patient with recurrent glioblastoma.,"BACKGROUND: Glioblastoma (GBM) is the most common primary malignant brain tumor with very poor prognosis due to frequent recurrence and short overall survival (OS) time, which according to different sources, is not longer than 17 months after the diagnosis. Infiltrative growth pattern often leads to tumor propagation into functionally significant brain areas while surgery is cytoreductive and does not necessarily alter the prognosis. Many patients are in the working age, thus finding conservative approaches to the treatment of this type of neoplasms is of utmost importance. The aim of the work is to demonstrate the effectiveness of treatment of GBM using cytokine genetic therapy (CGT) and present an algorithm for patient management. CASE DESCRIPTION: This paper describes the first case of successful intra-arterial (IA) bevacizumab therapy with following CGT of a 46-year-old patient with recurrent GBM after a combined treatment. Sixteen courses of 15 mg/kg IA bevacizumab with hyperosmolar opening of blood-brain barrier (BBB) resulted in stabilization of the neoplastic process. After that, 9 courses of CGT with recombinant interferon gamma (IFN-Î³) and tumor necrosis factor (TNF)-thymosin α1 were performed. Both magnetic resonance imaging (MRI) with contrast and positron emission tomography (PET) confirmed a complete response to the combined treatment. OS time is currently more than 25 months from the diagnosis. The observation continues. CONCLUSIONS: This case study expands the range of treatment options for GBM, especially in the context of intolerance and high toxicity of cytostatic drugs, and may lead to improved recurrence-free survival (RFS).","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39260793,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39260793,Reduction in Lung Shunt Fraction after Bevacizumab to Allow for Radioembolization in a Patient with Hepatocellular Carcinoma.,"","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39260786,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39260786,"Evaluation of the effects of vitamin D analogs, bevacizumab, and radiotherapy in uveal melanoma cells.","Due to the lack of a definitive effective treatment method that provides a complete cure and increases survival rates in uveal melanoma, the search for alternative treatments at the molecular level continues. In this context, we aimed to comparatively analyze the therapeutic effects of 25-hydroxyvitamin D3 (D2), 1a, 25-dihydroxyvitamin D3 (D3), bevacizumab and radiotherapy (RT) in a uveal melanoma cell line (MP41). Cytotoxicity was evaluated using XTT cell proliferation kit and Xcelligence cell analyzer system. RT dose was determined after a clonogenic assay. Annexin V/PI staining and Western blot analyses for caspase-3, -8, and -9 were performed to analyze apoptosis. Additionally, cell cycle analyses were also conducted. As a result, we found that D2 and D3 did not show cytotoxic effects, while bevacizumab and RT showed time and dose-dependent cytotoxicity. IC50 concentration of bevacizumab was 6.945 mg/mL. Radiotherapy and bevacizumab significantly reduced cell survival and induced apoptosis when administered both as monotherapy and in combination. A significant increase in caspase proteins was detected at high bevacizumab concentrations. However, the combination of bevacizumab and radiotherapy caused a substantial decrease in caspase-3, -8 and -9 expressions. No significant difference in cell cycle distribution was detected in any treatment. Our results showed that bevacizumab inhibited MP41 cell proliferation and had an additive effect when administered with RT. In conclusion, our study offers a different perspective on the treatment of uveal melanoma, and these results, when supported by animal experiments and clinical studies in the future, might be a new step in the treatment of this challenging ocular tumor.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39265538,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39265538,Dose-reduction of bevacizumab in atezolizumab plus bevacizumab therapy extends treatment duration with disease control in patients with hepatocellular carcinoma.,"INTRODUCTION: Atezolizumab (ATZ) and bevacizumab (BEV) combination therapy is widely used in patients with unresectable hepatocellular carcinoma (HCC). However, combination therapy is typically interrupted or discontinued owing to BEV-related adverse events. In this study, we examined the effects of BEV dose-reduction on the treatment of unresectable HCC using propensity score matching (PSM). METHOD: Overall, 119 patients with HCC who were treated with ATZ + BEV between November 2020 and October 2022 were enrolled retrospectively at our institute. The therapeutic effects and safety of BEV dose-reduction and non-dose reduction after PSM were compared. Decision-tree analysis was used to investigate treatment duration in the patients. RESULTS: Significant differences were not observed between the two groups after PSM. The objective response rate (ORR) and disease control rate (DCR) assessed by modified RECIST did not differ significantly between the two groups (BEV non-dose-reduction/dose-reduction: ORR; 46/34%, DCR; 80/91%). Progression-free survival (PFS) and overall survival (OS) also did not differ significantly between the two groups (BEV non-dose-reduction /dose-reduction: PFS; 5.6/8.6 months, OS; 18.6/15.5 months). The median duration of treatment in the BEV dose-reduction group was significantly longer than that in the non-dose-reduction group (BEV non-dose-reduction /dose-reduction: 4.8/9.1 months, P = 0.038). Decision-tree analysis revealed that dose-reduction of BEV was the first distinguishae factor for the extension of treatment duration with ATZ + BEV. CONCLUSION: BEV dose-reduction can be effectively used in maintaining the treatment duration of ATZ + BEV while maintaining therapeutic effects and safety in real-world clinical practice.","","",ELEA,Argentina,BEVAX,2024-09-02
mdl-39265564,https://pesquisa.bvsalud.org/portal/resource/es/mdl-39265564,The usefulness of serum interleukin-6 as a predictor of response to atezolizumab plus bevacizumab combination treatment in hepatocellular carcinoma.,"INTRODUCTION: In atezolizumab plus bevacizumab (Atezo/Bev) combination treatment, both drugs act on the immune system. Previously we reported that immunological changes after Atezo/Bev administration for unresectable hepatocellular carcinoma (uHCC) revealed significant alterations in interleukin (IL)-6, soluble IL-2 receptor, tumor necrosis factor-alpha, and programmed cell death-1 levels. Among these variable factors, serum levels of IL-6 can be easily measured on a commercial baias. Therefore, this study aimed to investigate the utility of serum IL-6 as a predictor of tumor response to Atezo/Bev treatment for uHCC. METHODS: The study included 44 patients with HCC treated with Atezo/Bev. Blood samples were collected before and 3 weeks after treatment, and tumor response was assessed using contrast-enhanced computed tomography 6 weeks after treatment. RESULTS: Significant changes in serum IL-6 levels were observed in patients treated with Atezo/Bev as first-line therapy but not in those treated with it as second line or later-line therapy. In patients treated with Atezo/Bev as first-line therapy, serum IL-6 levels increased significantly after treatment in patients with a complete or partial response but not in patients with stable or progressive disease. Furthermore, compared to other tumor markers such as alpha-fetoprotein, lens culinaris agglutinin-reactive fraction of alpha-fetoprotein, and des-gamma-carboxyprothrombin, serum IL-6 levels exhibited the highest sensitivity in predicting tumor response during the treatment period. CONCLUSION: In patients with uHCC treated with Atezo/Bev, serum IL-6 levels could serve as a potential predictor of tumor response. Elevated levels after treatment may indicate a favorable tumor response and prognosis.","","",ELEA,Argentina,BEVAX,2024-09-02
